"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)","SMU-1 Resistance (Ω)"
"1","0","3.35289025306702","0.00478562992066145","700.616284303821"
,"0.0002","6.23727560043335","0.00974950939416885","639.752765832898"
,"0.0004","6.24620819091797","0.010578197427094","590.479449260375"
,"0.0006","6.24441814422607","0.0114278392866254","546.421592709503"
,"0.0008","6.24373769760132","0.0123993279412389","503.554525470311"
,"0.001","6.24319124221802","0.0135385440662503","461.141996633258"
,"0.0012","6.24255752563477","0.0148538546636701","420.265154532781"
,"0.0014","6.24208402633667","0.0163266696035862","382.324391801594"
,"0.0016","6.24195289611816","0.0178857315331697","348.990640083255"
,"0.0018","6.24184846878052","0.0194561015814543","320.817016844233"
,"0.002","6.24222040176392","0.0210107862949371","297.095992227005"
,"0.0022","6.24229335784912","0.0225023664534092","277.406083967822"
,"0.0024","6.24260091781616","0.023942643776536","260.731478782388"
,"0.0026","6.24281597137451","0.0253137350082397","246.617734180375"
,"0.0028","6.24313306808472","0.0266091264784336","234.623751108279"
,"0.003","6.24342060089111","0.027830308303237","224.338894591582"
,"0.0032","6.24354600906372","0.0289915483444929","215.357452967831"
,"0.0034","6.24380445480347","0.0300983246415854","207.446910389714"
,"0.0036","6.24395561218262","0.0311357658356428","200.539650932074"
,"0.0038","6.24429893493652","0.0321173556149006","194.421328138221"
,"0.004","6.24438333511353","0.0330378711223602","189.006831341723"
,"0.0042","6.24466800689697","0.0339223816990852","184.086956579036"
,"0.0044","6.24484252929688","0.0347510799765587","179.702113819465"
,"0.0046","6.24497318267822","0.0355300083756447","175.766161286893"
,"0.0048","6.24524068832397","0.0362495519220829","172.284631317592"
,"0.005","6.24521160125732","0.0369261205196381","169.127206253254"
,"0.0052","6.24552869796753","0.0375712923705578","166.23140445554"
,"0.0054","6.24541521072388","0.0381811633706093","163.573203626671"
,"0.0056","6.24579620361328","0.0387492403388023","161.18499740907"
,"0.0058","6.24577283859253","0.0392864160239697","158.98046884149"
,"0.006","6.24602222442627","0.039789754897356","156.975639597149"
,"0.0062","6.24600839614868","0.0402717404067516","155.09655984725"
,"0.0064","6.24606323242188","0.040723904967308","153.375842455089"
,"0.0066","6.24616479873657","0.0411561876535416","151.767332079386"
,"0.0068","6.24614429473877","0.0415699519217014","150.256230906969"
,"0.007","6.24642944335938","0.041965339332819","148.847347422123"
,"0.0072","6.24632167816162","0.0423406325280666","147.525469158286"
,"0.0074","6.24648475646973","0.0426997356116772","146.288604999266"
,"0.0076","6.24646425247192","0.0430441722273827","145.117536921716"
,"0.0078","6.24656295776367","0.0433717407286167","144.023801047076"
,"0.008","6.24662685394287","0.043687216937542","142.985232107448"
,"0.0082","6.24661540985107","0.0439822301268578","142.025890725277"
,"0.0084","6.24669981002808","0.0442730970680714","141.094710415754"
,"0.0086","6.24659204483032","0.0445501804351807","140.21474175439"
,"0.0088","6.24679279327393","0.0448172092437744","139.383796953883"
,"0.009","6.24664449691772","0.0450737811625004","138.587097328207"
,"0.0092","6.24689435958862","0.0453216359019279","137.834705991336"
,"0.0094","6.24671697616577","0.0455602891743183","137.108808775669"
,"0.0096","6.24691200256348","0.045792993158102","136.416328607212"
,"0.0098","6.24686241149902","0.0460184849798679","135.746807271728"
,"0.01","3.73981046676636","0.0278671234846115","134.201524919912"
,"0.0102","0.531518220901489","0.0036512624938041","145.571078990742"
,"0.0104","0.4983771443367","0.00318272411823273","156.588232540065"
,"0.0106","0.49985408782959","0.00301398476585746","165.844928445544"
,"0.0108","0.499758154153824","0.0028545802924782","175.07237595337"
,"0.011","0.499723255634308","0.00271266442723572","184.21860463719"
,"0.0112","0.499650597572327","0.00258559291251004","193.244108596847"
,"0.0114","0.499528467655182","0.00247171171940863","202.098191197919"
,"0.0116","0.49958661198616","0.00236958777531981","210.832709887159"
,"0.0118","0.499484866857529","0.00227548414841294","219.507073782913"
,"0.012","0.499502301216125","0.00219219271093607","227.855105403958"
,"0.0122","0.499458700418472","0.00211560702882707","236.082927317263"
,"0.0124","0.49943545460701","0.00204591942019761","244.112964409308"
,"0.0126","0.499406367540359","0.00198270124383271","251.881804731695"
,"0.0128","0.499333679676056","0.00192409160081297","259.516584067555"
,"0.013","0.499383121728897","0.00187106512021273","266.897777278922"
,"0.0132","0.499298810958862","0.00182236649561673","273.983752532658"
,"0.0134","0.49933660030365","0.00177628209348768","281.113344628283"
,"0.0136","0.499226123094559","0.00173408247064799","287.890646232072"
,"0.0138","0.499322056770325","0.00169476319570094","294.626445769498"
,"0.014","0.499182522296906","0.00165820599067956","301.037702856405"
,"0.0142","0.499333679676056","0.00162441085558385","307.393710131656"
,"0.0144","0.499217391014099","0.00159194495063275","313.589606735883"
,"0.0146","0.499275535345078","0.00156144367065281","319.752511556399"
,"0.0148","0.499153405427933","0.00153401482384652","325.390209839246"
,"0.015","0.49923774600029","0.00150872755330056","330.899866518733"
,"0.0152","0.499298810958862","0.00148497626651078","336.233529261753"
,"0.0154","0.499138861894608","0.00146177178248763","341.461552257615"
,"0.0156","0.49932786822319","0.00144014752004296","346.719944501447"
,"0.0158","0.499159216880798","0.00141963118221611","351.61189972003"
,"0.016","0.499269723892212","0.00140110880602151","356.339009323553"
,"0.0162","0.499153405427933","0.00138218770734966","361.132864063057"
,"0.0164","0.49922901391983","0.00136472890153527","365.808193376879"
,"0.0166","0.499231934547424","0.00134868791792542","370.161197347533"
,"0.0168","0.499089449644089","0.00133252900559455","374.543028743606"
,"0.017","0.49923774600029","0.00131904345471412","378.484684652403"
,"0.0172","0.499118506908417","0.00130443519446999","382.631892350326"
,"0.0174","0.499194145202637","0.00128945789765567","387.134892973404"
,"0.0176","0.499098181724548","0.00127632671501487","391.042650641949"
,"0.0178","0.49913015961647","0.00126415584236383","394.832775271719"
,"0.018","0.499176681041718","0.00125238369219005","398.581268787367"
,"0.0182","0.49910107254982","0.00124080351088196","402.240216257174"
,"0.0184","0.499159216880798","0.00123102532234043","405.48249318852"
,"0.0186","0.499072015285492","0.00122086319606751","408.786190699366"
,"0.0188","0.499205768108368","0.00121142470743507","412.081547490746"
,"0.019","0.499040007591248","0.00120265106670558","414.949956314648"
,"0.0192","0.499121427536011","0.00119355239439756","418.181413634498"
,"0.0194","0.499159216880798","0.00118479342199862","421.304851641369"
,"0.0196","0.499077826738358","0.00117641850374639","424.234934378376"
,"0.0198","0.499173790216446","0.00116859003901482","427.159032296113"
,"0.02","0.499042928218842","0.00116073212120682","429.938070206917"
,"0.0202","0.49913015961647","0.0011537013342604","432.633771665389"
,"0.0204","0.499005138874054","0.00114649324677885","435.244725842079"
,"0.0206","0.499115616083145","0.00113993510603905","437.845640018431"
,"0.0208","0.499042928218842","0.00113373133353889","440.177415456184"
,"0.021","0.499115616083145","0.00112709938548505","442.831947662138"
,"0.0212","0.499057471752167","0.00112089572940022","445.230951160112"
