"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)","SMU-1 Resistance (Ω)"
"1","0","3.49278354644775","0.0049977651797235","698.869078647066"
,"0.0002","6.48605871200562","0.0103449551388621","626.977944799385"
,"0.0004","6.49466037750244","0.0115417363122106","562.710860984705"
,"0.0006","6.49195146560669","0.0129628656432033","500.811444343757"
,"0.0008","6.49040174484253","0.0147448815405369","440.179985644443"
,"0.001","6.48945713043213","0.0168914031237364","384.186978600547"
,"0.0012","6.48912858963013","0.0191968157887459","338.03150798761"
,"0.0014","6.48945713043213","0.0214903969317675","301.97009161982"
,"0.0016","6.48982620239258","0.0236815586686134","274.045568250283"
,"0.0018","6.49036121368408","0.0257376842200756","252.173472880732"
,"0.002","6.49098634719849","0.0276494771242142","234.759822691691"
,"0.0022","6.49143981933594","0.0294162668287754","220.675174627731"
,"0.0024","6.49195718765259","0.0310702361166477","208.944572010321"
,"0.0026","6.49216651916504","0.0326024852693081","199.131031439396"
,"0.0028","6.49280261993408","0.0340229272842407","190.836096074"
,"0.003","6.49300909042358","0.0353370234370232","183.745218439105"
,"0.0032","6.49345397949219","0.0365427546203136","177.694704380128"
,"0.0034","6.49385499954224","0.0376471765339375","172.492484096072"
,"0.0036","6.49403524398804","0.0386716276407242","167.92764205118"
,"0.0038","6.49453544616699","0.0396196693181992","163.922000307654"
,"0.004","6.49454689025879","0.0404845923185349","160.420212192317"
,"0.0042","6.49490165710449","0.0412846356630325","157.320067206508"
,"0.0044","6.49493646621704","0.0420295745134354","154.532529567741"
,"0.0046","6.49530601501465","0.0427242405712605","152.028589113972"
,"0.0048","6.49529695510864","0.0433762893080711","149.743029169165"
,"0.005","6.49553251266479","0.0439898818731308","147.659694367861"
,"0.0052","6.49561977386475","0.0445658676326275","145.753243881853"
,"0.0054","6.49569845199585","0.0451082848012447","144.00233750002"
,"0.0056","6.4958438873291","0.0456213504076004","142.386050156177"
,"0.0058","6.4958348274231","0.0461156144738197","140.859769549657"
,"0.006","6.49600028991699","0.0465780198574066","139.464930235415"
,"0.0062","6.49602651596069","0.0470169112086296","138.163617068243"
,"0.0064","6.49618625640869","0.0474325530230999","136.956285132808"
,"0.0066","6.49617481231689","0.047828882932663","135.821169427325"
,"0.0068","6.49624443054199","0.0482084415853024","134.75325517518"
,"0.007","6.49639558792114","0.0485653318464756","133.76611135815"
,"0.0072","6.49632024765015","0.0489053726196289","132.834490357052"
