"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)","SMU-1 Resistance (Ω)"
"1","0","3.08358860015869","0.0044516515918076","692.68417273118"
,"0.0002","5.73860263824463","0.00888741947710514","645.699536634659"
,"0.0004","5.74760818481445","0.00937733985483646","612.925229733469"
,"0.0006","5.74628305435181","0.0097906207665801","586.917131339262"
,"0.0008","5.7461724281311","0.0101945241913199","563.652831686215"
,"0.001","5.7463264465332","0.0105932159349322","542.453442073629"
,"0.0012","5.74629163742065","0.0109985517337918","522.458936094814"
,"0.0014","5.7460880279541","0.0114244874566793","502.962434835065"
,"0.0016","5.74616670608521","0.0118651753291488","484.288394118273"
,"0.0018","5.7459979057312","0.0123299760743976","466.018577088922"
,"0.002","5.7459659576416","0.0128152435645461","448.36962549335"
,"0.0022","5.7457971572876","0.0133286733180285","431.085451656752"
,"0.0024","5.74567222595215","0.013878314755857","414.003596764321"
,"0.0026","5.74566650390625","0.0144483661279082","397.668944228096"
,"0.0028","5.7455005645752","0.0150464912876487","381.849858198605"
,"0.003","5.74553871154785","0.0156589411199093","366.917447837056"
,"0.0032","5.7454719543457","0.0162713471800089","353.103642297341"
,"0.0034","5.74560260772705","0.0168880503624678","340.217046041985"
,"0.0036","5.7454776763916","0.0175077524036169","328.167633625242"
,"0.0038","5.74543380737305","0.0181401260197163","316.725131960407"
,"0.004","5.74557065963745","0.0187675058841705","306.144604141755"
,"0.0042","5.74558782577515","0.0193756874650717","296.535946718414"
,"0.0044","5.74555015563965","0.0199673883616924","287.746702351046"
,"0.0046","5.7455587387085","0.0205598995089531","279.454611935555"
,"0.0048","5.74574518203735","0.0211480855941772","271.691031155054"
,"0.005","5.7456693649292","0.0217169541865587","264.570681301403"
,"0.0052","5.7458553314209","0.0222665946930647","258.048229225214"
,"0.0054","5.74579429626465","0.022803608328104","251.968645207053"
,"0.0056","5.745849609375","0.0233304481953382","246.281149906203"
,"0.0058","5.74591064453125","0.0238489434123039","240.92935880618"
,"0.006","5.74604749679565","0.0243554171174765","235.92482399624"
,"0.0062","5.74601554870605","0.0248443875461817","231.280225283282"
,"0.0064","5.74609661102295","0.0253177378326654","226.959321918928"
,"0.0066","5.7462306022644","0.0257795378565788","222.898898895427"
,"0.0068","5.74605321884155","0.0262280013412237","219.080864915552"
,"0.007","5.7462739944458","0.0266677085310221","215.476856129624"
,"0.0072","5.74631786346436","0.0270879957824945","212.135217001838"
,"0.0074","5.74637317657471","0.0274936482310295","209.007299732937"
,"0.0076","5.7463321685791","0.027893440797925","206.010158811478"
,"0.0078","5.74641370773315","0.0282844882458448","203.164846320928"
,"0.008","5.7464485168457","0.0286657158285379","200.46415555145"
,"0.0082","5.74643707275391","0.0290320869535208","197.933999093959"
,"0.0084","5.74652147293091","0.0293895248323679","195.529580886657"
,"0.0086","5.7464804649353","0.0297318082302809","193.277193920641"
,"0.0088","5.74664926528931","0.0300653744488955","191.138456467833"
,"0.009","5.74664068222046","0.030387943610549","189.109232130652"
,"0.0092","5.74675607681274","0.030700821429491","187.185743222246"
,"0.0094","5.74664926528931","0.0310112349689007","185.308623505393"
,"0.0096","5.7466983795166","0.0313130393624306","183.52413232717"
,"0.0098","5.74675321578979","0.0316077396273613","181.814748018713"
,"0.01","3.90636014938354","0.0217353850603104","179.723530940186"
,"0.0102","0.545453190803528","0.00273490906693041","199.441070052003"
,"0.0104","0.498243421316147","0.00225576525554061","220.875563222885"
,"0.0106","0.499708741903305","0.00210049701854587","237.900238606025"
,"0.0108","0.499717444181442","0.00196949625387788","253.728557846969"
,"0.011","0.49958661198616","0.00185886456165463","268.759016816946"
,"0.0112","0.499540120363235","0.0017663415055722","282.81061096473"
,"0.0114","0.499461621046066","0.00168622576165944","296.200919475063"
,"0.0116","0.499339491128922","0.00161693687550724","308.818172615599"
